transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud,hour,user_id_enc,merchant_enc,transaction_type_enc,location_enc,device_enc,avg_amount_per_user,txn_count_per_user,amount_dev,is_odd_hour,device_risk_score
1273,user_1,4594.92,2026-09-11 18:10:05.153465,Zomato,send,Chennai,Android,1,18,0,5,2,1,0,4037.2688695652173,115,557.6511304347828,0,0.1
1274,user_3,56864.68,2026-08-17 17:04:09.153465,Swiggy,request,Chennai,Web,0,17,22,3,1,1,1,51628.90211538462,104,5235.7778846153815,0,0.2
1275,user_6,2515.04,2026-09-11 06:35:51.153465,Swiggy,request,Chennai,Android,0,6,46,3,1,1,0,3699.0514728682174,129,-1184.0114728682174,1,0.1
1276,user_40,19590.39,2026-08-04 14:42:15.153465,Swiggy,send,Chennai,Android,0,14,34,3,2,1,0,18950.453564356438,101,639.9364356435617,0,0.1
1277,user_30,12296.41,2026-09-16 22:22:47.153465,Swiggy,request,Bangalore,iOS,0,22,23,3,1,0,2,20780.866470588233,119,-8484.456470588233,0,0.5
1278,user_36,2567.15,2026-08-13 00:05:15.153465,Swiggy,refund,Bangalore,iOS,0,0,29,3,0,0,2,4483.898691588785,107,-1916.7486915887853,1,0.5
1279,user_2,57630.07,2026-08-18 23:39:49.153465,Zomato,send,Delhi,Web,0,23,11,5,2,2,1,47401.46406779661,118,10228.60593220339,0,0.2
1280,user_12,42704.21,2026-09-05 10:08:52.153465,Paytm,refund,Pune,Android,0,10,3,2,0,4,0,52530.11026548673,113,-9825.900265486729,0,0.1
1281,user_10,2704.1,2026-09-02 19:47:09.153465,Zomato,refund,Chennai,Android,0,19,1,5,0,1,0,4115.205169491525,118,-1411.1051694915254,0,0.1
1282,user_4,22689.89,2026-09-09 14:03:14.153465,Flipkart,send,Pune,Web,1,14,33,1,2,4,1,4960.130344827586,116,17729.759655172413,0,0.2
1283,user_22,14551.03,2026-08-25 12:51:03.153465,Zomato,request,Chennai,Web,0,12,14,5,1,1,1,18343.150086206897,116,-3792.1200862068963,0,0.2
1284,user_19,770.84,2026-09-12 03:20:33.153465,Zomato,send,Pune,Android,0,3,10,5,2,4,0,3644.202786885246,122,-2873.362786885246,1,0.1
1285,user_33,3462.01,2026-09-11 18:31:26.153465,Swiggy,refund,Delhi,Android,0,18,26,3,0,2,0,3974.536484375,128,-512.5264843749997,0,0.1
1286,user_45,4076.2,2026-08-28 09:31:59.153465,Swiggy,send,Delhi,iOS,0,9,39,3,2,2,2,3748.3989344262295,122,327.8010655737703,0,0.5
1287,user_19,2438.92,2026-09-18 18:24:25.153465,Walmart,request,Bangalore,Android,0,18,10,4,1,0,0,3644.202786885246,122,-1205.282786885246,0,0.1
1288,user_29,875.66,2026-08-01 02:15:10.153465,Flipkart,refund,Bangalore,Web,0,2,21,1,0,0,1,4165.22631147541,122,-3289.5663114754097,1,0.2
1289,user_36,2756.05,2026-08-27 17:20:29.153465,Walmart,send,Pune,Web,0,17,29,4,2,4,1,4483.898691588785,107,-1727.8486915887852,0,0.2
1290,user_2,45039.62,2026-08-04 23:21:54.153465,Paytm,request,Delhi,Android,0,23,11,2,1,2,0,47401.46406779661,118,-2361.8440677966064,0,0.1
1291,user_14,10370.36,2026-08-16 21:07:19.153465,Zomato,refund,Mumbai,Web,1,21,5,5,0,3,1,18284.780597014927,134,-7914.420597014927,0,0.2
1292,user_26,18899.31,2026-08-23 14:49:52.153465,Paytm,send,Chennai,Android,1,14,18,2,2,1,0,4396.555663716814,113,14502.754336283188,0,0.1
1293,user_35,7672.86,2026-09-16 11:54:52.153465,Walmart,send,Mumbai,iOS,0,11,28,4,2,3,2,15800.978582677166,127,-8128.118582677166,0,0.5
1294,user_33,2455.18,2026-07-27 18:51:44.153465,Swiggy,send,Mumbai,Android,0,18,26,3,2,3,0,3974.536484375,128,-1519.356484375,0,0.1
1295,user_47,3904.67,2026-09-06 16:32:56.153465,Paytm,send,Pune,Android,0,16,41,2,2,4,0,3883.282635658915,129,21.38736434108523,0,0.1
1296,user_30,5564.17,2026-09-18 14:28:19.153465,Flipkart,request,Pune,iOS,0,14,23,1,1,4,2,20780.866470588233,119,-15216.696470588233,0,0.5
1297,user_9,4415.85,2026-08-05 08:45:05.153465,Zomato,refund,Pune,iOS,1,8,49,5,0,4,2,4747.313999999999,110,-331.46399999999903,0,0.5
1298,user_24,6365.33,2026-08-23 14:03:14.153465,Zomato,send,Pune,Web,0,14,16,5,2,4,1,20664.321171875,128,-14298.991171874999,0,0.2
1299,user_14,34643.0,2026-08-11 12:21:34.153465,Swiggy,refund,Pune,Web,1,12,5,3,0,4,1,18284.780597014927,134,16358.219402985073,0,0.2
1300,user_46,3629.58,2026-08-01 10:20:00.153465,Flipkart,request,Chennai,Web,0,10,40,1,1,1,1,4824.613684210526,133,-1195.0336842105262,0,0.2
1301,user_24,5850.85,2026-08-14 12:42:14.153465,Swiggy,refund,Chennai,Android,0,12,16,3,0,1,0,20664.321171875,128,-14813.471171874999,0,0.1
1302,user_11,957.18,2026-09-13 10:42:29.153465,Flipkart,refund,Delhi,Android,0,10,2,1,0,2,0,3819.240342465753,146,-2862.0603424657534,0,0.1
1303,user_18,1900.49,2026-07-22 05:11:51.153465,Swiggy,request,Chennai,Web,0,5,9,3,1,1,1,4267.170924369748,119,-2366.680924369748,1,0.2
1304,user_48,1433.32,2026-09-17 22:32:52.153465,Swiggy,refund,Pune,iOS,0,22,42,3,0,4,2,4029.46368852459,122,-2596.1436885245903,0,0.5
1305,user_49,11915.87,2026-08-25 11:30:59.153465,Swiggy,send,Chennai,iOS,0,11,43,3,2,1,2,19333.43277227723,101,-7417.562772277228,0,0.5
1306,user_39,264.7,2026-08-22 17:50:42.153465,Amazon,refund,Delhi,iOS,0,17,32,0,0,2,2,4488.573909090909,110,-4223.873909090909,0,0.5
1307,user_41,1012.53,2026-08-18 20:25:18.153465,Swiggy,send,Pune,iOS,0,20,35,3,2,4,2,4057.624609375,128,-3045.094609375,0,0.5
1308,user_19,2585.79,2026-09-12 03:46:45.153465,Flipkart,send,Bangalore,iOS,0,3,10,1,2,0,2,3644.202786885246,122,-1058.412786885246,1,0.5
1309,user_33,3682.26,2026-08-19 18:17:57.153465,Swiggy,send,Mumbai,Android,0,18,26,3,2,3,0,3974.536484375,128,-292.27648437499965,0,0.1
1310,user_12,18838.99,2026-09-16 06:28:22.153465,Paytm,request,Delhi,Android,0,6,3,2,1,2,0,52530.11026548673,113,-33691.12026548672,1,0.1
1311,user_6,3460.75,2026-09-02 11:52:19.153465,Flipkart,refund,Bangalore,Android,0,11,46,1,0,0,0,3699.0514728682174,129,-238.3014728682174,0,0.1
1312,user_13,14941.0,2026-08-09 15:09:23.153465,Swiggy,request,Chennai,Web,0,15,4,3,1,1,1,16363.8575,124,-1422.8575,0,0.2
1313,user_47,3498.55,2026-08-11 13:34:39.153465,Flipkart,send,Bangalore,Web,0,13,41,1,2,0,1,3883.282635658915,129,-384.73263565891466,0,0.2
1314,user_28,4026.71,2026-08-21 21:17:55.153465,Amazon,refund,Bangalore,Web,0,21,20,0,0,0,1,4678.404529914529,117,-651.6945299145291,0,0.2
1315,user_33,29828.3,2026-09-08 11:36:52.153465,Zomato,request,Delhi,Web,1,11,26,5,1,2,1,3974.536484375,128,25853.763515625,0,0.2
1316,user_48,1963.11,2026-09-11 22:25:37.153465,Zomato,request,Mumbai,Android,0,22,42,5,1,3,0,4029.46368852459,122,-2066.3536885245903,0,0.1
1317,user_11,2370.76,2026-08-11 06:36:40.153465,Swiggy,send,Bangalore,Android,0,6,2,3,2,0,0,3819.240342465753,146,-1448.480342465753,1,0.1
1318,user_26,1184.43,2026-09-18 22:32:33.153465,Paytm,request,Bangalore,iOS,1,22,18,2,1,0,2,4396.555663716814,113,-3212.1256637168135,0,0.5
1319,user_12,37910.11,2026-09-07 05:34:03.153465,Zomato,request,Mumbai,Android,0,5,3,5,1,3,0,52530.11026548673,113,-14620.000265486728,1,0.1
1320,user_47,2024.09,2026-08-20 09:37:24.153465,Zomato,refund,Delhi,Android,0,9,41,5,0,2,0,3883.282635658915,129,-1859.192635658915,0,0.1
1321,user_37,12364.97,2026-09-14 04:16:08.153465,Flipkart,send,Chennai,Web,0,4,30,1,2,1,1,15907.096030534352,131,-3542.126030534353,1,0.2
1322,user_24,116390.05,2026-09-04 23:38:26.153465,Swiggy,send,Bangalore,iOS,1,23,16,3,2,0,2,20664.321171875,128,95725.72882812501,0,0.5
1323,user_28,1450.98,2026-07-26 16:16:14.153465,Amazon,refund,Delhi,iOS,0,16,20,0,0,2,2,4678.404529914529,117,-3227.424529914529,0,0.5
1324,user_48,1494.18,2026-08-06 08:37:05.153465,Flipkart,refund,Mumbai,Web,0,8,42,1,0,3,1,4029.46368852459,122,-2535.2836885245897,0,0.2
1325,user_45,3938.97,2026-08-12 21:06:26.153465,Walmart,send,Mumbai,Android,0,21,39,4,2,3,0,3748.3989344262295,122,190.57106557377028,0,0.1
1326,user_27,13950.62,2026-09-05 01:15:34.153465,Zomato,request,Bangalore,iOS,0,1,19,5,1,0,2,18537.69881355932,118,-4587.078813559319,1,0.5
1327,user_1,9379.57,2026-08-18 19:11:02.153465,Walmart,refund,Chennai,Web,1,19,0,4,0,1,1,4037.2688695652173,115,5342.301130434782,0,0.2
1328,user_37,11197.9,2026-08-23 19:12:47.153465,Paytm,refund,Bangalore,Web,0,19,30,2,0,0,1,15907.096030534352,131,-4709.196030534353,0,0.2
1329,user_47,3453.98,2026-08-29 03:32:56.153465,Zomato,send,Chennai,iOS,0,3,41,5,2,1,2,3883.282635658915,129,-429.3026356589148,1,0.5
1330,user_27,152159.6,2026-08-29 20:05:42.153465,Paytm,send,Bangalore,iOS,1,20,19,2,2,0,2,18537.69881355932,118,133621.9011864407,0,0.5
1331,user_1,3837.98,2026-08-16 20:29:57.153465,Flipkart,refund,Mumbai,Android,0,20,0,1,0,3,0,4037.2688695652173,115,-199.28886956521728,0,0.1
1332,user_14,12672.35,2026-09-01 07:24:40.153465,Flipkart,request,Chennai,Web,0,7,5,1,1,1,1,18284.780597014927,134,-5612.430597014927,0,0.2
1333,user_29,1750.77,2026-08-13 23:52:36.153465,Zomato,refund,Mumbai,iOS,0,23,21,5,0,3,2,4165.22631147541,122,-2414.4563114754096,0,0.5
1334,user_41,3895.54,2026-09-13 17:53:00.153465,Zomato,refund,Bangalore,iOS,0,17,35,5,0,0,2,4057.624609375,128,-162.08460937500013,0,0.5
1335,user_32,3830.62,2026-08-21 10:10:11.153465,Walmart,request,Mumbai,Android,0,10,25,4,1,3,0,3596.741,130,233.8789999999999,0,0.1
1336,user_29,826.93,2026-09-17 01:18:03.153465,Amazon,send,Pune,Android,0,1,21,0,2,4,0,4165.22631147541,122,-3338.2963114754098,1,0.1
1337,user_29,2342.26,2026-08-15 22:30:25.153465,Flipkart,refund,Bangalore,Android,0,22,21,1,0,0,0,4165.22631147541,122,-1822.9663114754094,0,0.1
1338,user_20,10327.31,2026-07-25 08:17:23.153465,Flipkart,refund,Mumbai,Web,0,8,12,1,0,3,1,19935.082280701754,114,-9607.772280701754,0,0.2
1339,user_12,45603.69,2026-08-21 20:56:44.153465,Amazon,send,Delhi,iOS,0,20,3,0,2,2,2,52530.11026548673,113,-6926.420265486726,0,0.5
1340,user_49,15249.96,2026-08-03 11:40:43.153465,Walmart,send,Pune,iOS,0,11,43,4,2,4,2,19333.43277227723,101,-4083.4727722772295,0,0.5
1341,user_13,18795.48,2026-09-18 08:53:09.153465,Zomato,request,Mumbai,Web,0,8,4,5,1,3,1,16363.8575,124,2431.6224999999995,0,0.2
1342,user_23,19407.24,2026-09-16 00:52:28.153465,Zomato,request,Chennai,Android,0,0,15,5,1,1,0,21876.48723880597,134,-2469.2472388059687,1,0.1
1343,user_5,6258.14,2026-08-25 22:08:58.153465,Amazon,refund,Pune,Android,0,22,44,0,0,4,0,21765.65124031008,129,-15507.51124031008,0,0.1
1344,user_42,368.99,2026-08-14 19:50:25.153465,Flipkart,send,Chennai,Web,0,19,36,1,2,1,1,4749.498305084746,118,-4380.508305084746,0,0.2
1345,user_33,473.97,2026-07-31 21:58:38.153465,Zomato,refund,Chennai,Android,0,21,26,5,0,1,0,3974.536484375,128,-3500.566484375,0,0.1
1346,user_25,661.41,2026-08-11 18:53:03.153465,Amazon,send,Mumbai,Web,0,18,17,0,2,3,1,3615.32544,125,-2953.91544,0,0.2
1347,user_45,1696.81,2026-08-26 12:53:21.153465,Swiggy,request,Delhi,Android,1,12,39,3,1,2,0,3748.3989344262295,122,-2051.5889344262296,0,0.1
1348,user_46,997.64,2026-09-07 00:55:28.153465,Walmart,request,Mumbai,Android,1,0,40,4,1,3,0,4824.613684210526,133,-3826.9736842105262,1,0.1
1349,user_17,3631.46,2026-07-24 04:06:21.153465,Amazon,refund,Bangalore,iOS,0,4,8,0,0,0,2,4173.412348484848,132,-541.9523484848478,1,0.5
1350,user_26,4318.43,2026-08-19 07:10:30.153465,Amazon,request,Pune,iOS,0,7,18,0,1,4,2,4396.555663716814,113,-78.1256637168135,0,0.5
1351,user_27,53503.95,2026-07-27 00:49:11.153465,Flipkart,send,Delhi,Android,1,0,19,1,2,2,0,18537.69881355932,118,34966.25118644068,1,0.1
1352,user_25,2772.45,2026-07-26 14:05:31.153465,Walmart,refund,Delhi,iOS,0,14,17,4,0,2,2,3615.32544,125,-842.8754400000003,0,0.5
1353,user_20,86870.73,2026-08-18 20:40:32.153465,Swiggy,request,Chennai,Web,1,20,12,3,1,1,1,19935.082280701754,114,66935.64771929824,0,0.2
1354,user_2,48059.67,2026-07-22 22:57:10.153465,Flipkart,send,Delhi,Web,0,22,11,1,2,2,1,47401.46406779661,118,658.2059322033892,0,0.2
1355,user_14,6969.21,2026-08-05 07:49:37.153465,Paytm,send,Delhi,Web,0,7,5,2,2,2,1,18284.780597014927,134,-11315.570597014928,0,0.2
1356,user_34,4810.07,2026-07-30 06:38:03.153465,Swiggy,request,Mumbai,Android,1,6,27,3,1,3,0,4524.1720000000005,120,285.89799999999923,1,0.1
1357,user_32,4803.69,2026-08-16 08:47:38.153465,Zomato,send,Bangalore,iOS,0,8,25,5,2,0,2,3596.741,130,1206.9489999999996,0,0.5
1358,user_48,4675.8,2026-08-30 19:20:35.153465,Walmart,send,Bangalore,iOS,0,19,42,4,2,0,2,4029.46368852459,122,646.3363114754102,0,0.5
1359,user_41,4493.76,2026-09-03 10:11:56.153465,Swiggy,send,Delhi,Android,0,10,35,3,2,2,0,4057.624609375,128,436.1353906250001,0,0.1
1360,user_18,4680.0,2026-09-05 02:04:10.153465,Paytm,request,Bangalore,Android,0,2,9,2,1,0,0,4267.170924369748,119,412.8290756302522,1,0.1
1361,user_41,1804.13,2026-08-30 08:39:57.153465,Flipkart,request,Bangalore,iOS,0,8,35,1,1,0,2,4057.624609375,128,-2253.494609375,0,0.5
1362,user_36,4779.0,2026-08-28 01:20:39.153465,Swiggy,send,Bangalore,Android,0,1,29,3,2,0,0,4483.898691588785,107,295.10130841121463,1,0.1
1363,user_2,52371.2,2026-09-02 16:30:07.153465,Flipkart,refund,Pune,iOS,0,16,11,1,0,4,2,47401.46406779661,118,4969.735932203388,0,0.5
1364,user_3,58733.23,2026-08-02 15:07:10.153465,Swiggy,send,Pune,Web,0,15,22,3,2,4,1,51628.90211538462,104,7104.327884615384,0,0.2
1365,user_15,18387.76,2026-08-29 09:51:07.153465,Paytm,request,Delhi,Android,0,9,6,2,1,2,0,17357.696608695653,115,1030.0633913043457,0,0.1
1366,user_43,5365.25,2026-08-13 01:33:58.153465,Zomato,request,Chennai,Android,0,1,37,5,1,1,0,15429.552764227643,123,-10064.302764227643,1,0.1
1367,user_48,1520.09,2026-07-23 07:32:14.153465,Amazon,refund,Delhi,Web,0,7,42,0,0,2,1,4029.46368852459,122,-2509.37368852459,0,0.2
1368,user_39,2809.53,2026-08-10 06:18:28.153465,Swiggy,refund,Mumbai,iOS,0,6,32,3,0,3,2,4488.573909090909,110,-1679.043909090909,1,0.5
1369,user_38,5111.33,2026-09-13 20:30:36.153465,Flipkart,send,Mumbai,Web,0,20,31,1,2,3,1,17814.76077586207,116,-12703.430775862069,0,0.2
1370,user_19,4667.89,2026-07-26 22:05:14.153465,Zomato,send,Mumbai,Web,0,22,10,5,2,3,1,3644.202786885246,122,1023.6872131147543,0,0.2
1371,user_35,18400.99,2026-08-15 08:08:04.153465,Paytm,refund,Delhi,Web,0,8,28,2,0,2,1,15800.978582677166,127,2600.0114173228358,0,0.2
1372,user_15,18896.45,2026-08-31 08:50:11.153465,Swiggy,request,Chennai,iOS,0,8,6,3,1,1,2,17357.696608695653,115,1538.753391304348,0,0.5
1373,user_31,1814.2,2026-09-09 06:52:22.153465,Flipkart,send,Chennai,iOS,0,6,24,1,2,1,2,4894.9887499999995,96,-3080.7887499999997,1,0.5
1374,user_34,4947.49,2026-07-22 12:25:15.153465,Zomato,send,Chennai,Android,1,12,27,5,2,1,0,4524.1720000000005,120,423.3179999999993,0,0.1
1375,user_41,4442.53,2026-09-04 22:43:20.153465,Amazon,send,Delhi,Android,1,22,35,0,2,2,0,4057.624609375,128,384.90539062499965,0,0.1
1376,user_22,8167.03,2026-09-07 05:21:00.153465,Walmart,request,Mumbai,Web,0,5,14,4,1,3,1,18343.150086206897,116,-10176.120086206898,1,0.2
1377,user_46,1349.25,2026-08-07 14:08:59.153465,Swiggy,send,Delhi,iOS,0,14,40,3,2,2,2,4824.613684210526,133,-3475.363684210526,0,0.5
1378,user_21,3196.38,2026-08-22 21:01:46.153465,Swiggy,request,Delhi,Android,0,21,13,3,1,2,0,4244.438115942029,138,-1048.058115942029,0,0.1
1379,user_3,19355.31,2026-08-26 02:43:15.153465,Paytm,request,Chennai,iOS,0,2,22,2,1,1,2,51628.90211538462,104,-32273.592115384618,1,0.5
1380,user_48,2673.81,2026-07-30 18:14:54.153465,Paytm,refund,Delhi,Android,0,18,42,2,0,2,0,4029.46368852459,122,-1355.65368852459,0,0.1
1381,user_41,12976.83,2026-07-23 05:29:07.153465,Swiggy,send,Mumbai,Android,0,5,35,3,2,3,0,4057.624609375,128,8919.205390625,1,0.1
1382,user_39,2663.25,2026-08-09 11:30:16.153465,Swiggy,send,Pune,Web,1,11,32,3,2,4,1,4488.573909090909,110,-1825.3239090909092,0,0.2
1383,user_4,579.32,2026-08-23 09:33:41.153465,Swiggy,refund,Chennai,Web,0,9,33,3,0,1,1,4960.130344827586,116,-4380.810344827586,0,0.2
1384,user_40,16962.31,2026-08-26 04:03:45.153465,Amazon,refund,Mumbai,Android,0,4,34,0,0,3,0,18950.453564356438,101,-1988.1435643564364,1,0.1
1385,user_22,15006.3,2026-09-05 19:20:31.153465,Flipkart,refund,Mumbai,Android,0,19,14,1,0,3,0,18343.150086206897,116,-3336.8500862068977,0,0.1
1386,user_26,568.74,2026-08-07 14:44:51.153465,Swiggy,send,Bangalore,Android,0,14,18,3,2,0,0,4396.555663716814,113,-3827.815663716814,0,0.1
1387,user_4,700.76,2026-08-30 16:16:38.153465,Flipkart,send,Pune,iOS,0,16,33,1,2,4,2,4960.130344827586,116,-4259.3703448275855,0,0.5
1388,user_21,648.58,2026-09-01 16:08:32.153465,Amazon,refund,Delhi,iOS,0,16,13,0,0,2,2,4244.438115942029,138,-3595.858115942029,0,0.5
1389,user_16,3653.5,2026-09-08 21:28:26.153465,Amazon,refund,Chennai,Android,0,21,7,0,0,1,0,3660.321525423729,118,-6.821525423728872,0,0.1
1390,user_45,4354.29,2026-08-11 21:52:15.153465,Amazon,refund,Pune,Web,0,21,39,0,0,4,1,3748.3989344262295,122,605.8910655737704,0,0.2
1391,user_38,13746.55,2026-08-03 01:59:53.153465,Swiggy,send,Delhi,Web,0,1,31,3,2,2,1,17814.76077586207,116,-4068.2107758620696,1,0.2
1392,user_9,462.36,2026-09-15 01:19:43.153465,Walmart,refund,Bangalore,iOS,0,1,49,4,0,0,2,4747.313999999999,110,-4284.954,1,0.5
1393,user_36,1033.02,2026-09-05 04:17:30.153465,Amazon,request,Delhi,Web,1,4,29,0,1,2,1,4483.898691588785,107,-3450.8786915887854,1,0.2
1394,user_15,5809.15,2026-08-09 16:02:06.153465,Swiggy,request,Delhi,Web,0,16,6,3,1,2,1,17357.696608695653,115,-11548.546608695653,0,0.2
1395,user_42,4683.52,2026-09-15 00:32:11.153465,Walmart,request,Delhi,Web,0,0,36,4,1,2,1,4749.498305084746,118,-65.97830508474544,1,0.2
1396,user_48,4224.34,2026-09-06 03:02:11.153465,Paytm,request,Pune,Android,0,3,42,2,1,4,0,4029.46368852459,122,194.87631147541015,1,0.1
1397,user_34,2531.42,2026-07-27 17:50:55.153465,Swiggy,refund,Pune,iOS,0,17,27,3,0,4,2,4524.1720000000005,120,-1992.7520000000004,0,0.5
1398,user_26,1688.1,2026-08-01 03:01:34.153465,Flipkart,request,Delhi,Android,0,3,18,1,1,2,0,4396.555663716814,113,-2708.455663716814,1,0.1
1399,user_6,1168.11,2026-07-25 22:54:39.153465,Paytm,send,Chennai,iOS,0,22,46,2,2,1,2,3699.0514728682174,129,-2530.9414728682177,0,0.5
1400,user_19,1015.85,2026-08-20 23:24:16.153465,Paytm,refund,Delhi,iOS,0,23,10,2,0,2,2,3644.202786885246,122,-2628.352786885246,0,0.5
1401,user_30,12231.36,2026-08-15 15:24:10.153465,Paytm,send,Mumbai,Android,0,15,23,2,2,3,0,20780.866470588233,119,-8549.506470588232,0,0.1
1402,user_21,4493.0,2026-09-05 09:17:51.153465,Paytm,send,Delhi,iOS,1,9,13,2,2,2,2,4244.438115942029,138,248.56188405797093,0,0.5
1403,user_12,37196.19,2026-07-27 19:03:53.153465,Paytm,request,Delhi,Android,0,19,3,2,1,2,0,52530.11026548673,113,-15333.920265486726,0,0.1
1404,user_17,9856.34,2026-09-16 14:46:57.153465,Zomato,send,Pune,Web,1,14,8,5,2,4,1,4173.412348484848,132,5682.927651515152,0,0.2
1405,user_20,12444.76,2026-07-31 03:24:55.153465,Swiggy,send,Mumbai,Web,0,3,12,3,2,3,1,19935.082280701754,114,-7490.322280701754,1,0.2
1406,user_5,131543.05,2026-08-10 10:12:58.153465,Walmart,refund,Pune,Android,1,10,44,4,0,4,0,21765.65124031008,129,109777.39875968991,0,0.1
1407,user_37,12866.81,2026-07-23 02:56:23.153465,Amazon,request,Bangalore,iOS,0,2,30,0,1,0,2,15907.096030534352,131,-3040.286030534353,1,0.5
1408,user_1,716.03,2026-08-29 05:00:57.153465,Flipkart,request,Chennai,Web,1,5,0,1,1,1,1,4037.2688695652173,115,-3321.238869565217,1,0.2
1409,user_39,36945.44,2026-09-15 20:15:46.153465,Amazon,request,Mumbai,Web,1,20,32,0,1,3,1,4488.573909090909,110,32456.866090909094,0,0.2
1410,user_23,12865.11,2026-09-07 05:28:22.153465,Paytm,refund,Delhi,Android,0,5,15,2,0,2,0,21876.48723880597,134,-9011.37723880597,1,0.1
1411,user_16,3065.17,2026-09-07 05:06:19.153465,Walmart,request,Bangalore,Android,1,5,7,4,1,0,0,3660.321525423729,118,-595.1515254237288,1,0.1
1412,user_37,18331.34,2026-07-22 12:11:55.153465,Swiggy,request,Chennai,Android,0,12,30,3,1,1,0,15907.096030534352,131,2424.2439694656478,0,0.1
1413,user_44,18767.69,2026-08-24 19:01:01.153465,Zomato,request,Delhi,Web,0,19,38,5,1,2,1,17327.384636363637,110,1440.305363636362,0,0.2
1414,user_32,2307.11,2026-07-30 07:19:27.153465,Flipkart,refund,Delhi,Web,0,7,25,1,0,2,1,3596.741,130,-1289.6309999999999,0,0.2
1415,user_20,15890.68,2026-08-31 22:09:50.153465,Amazon,request,Pune,Android,0,22,12,0,1,4,0,19935.082280701754,114,-4044.4022807017536,0,0.1
1416,user_19,3091.31,2026-08-19 08:13:35.153465,Zomato,send,Chennai,Android,0,8,10,5,2,1,0,3644.202786885246,122,-552.8927868852461,0,0.1
1417,user_34,14780.94,2026-09-19 03:48:55.153465,Zomato,refund,Chennai,Web,1,3,27,5,0,1,1,4524.1720000000005,120,10256.768,1,0.2
1418,user_22,9897.8,2026-08-13 00:19:45.153465,Flipkart,send,Mumbai,Web,0,0,14,1,2,3,1,18343.150086206897,116,-8445.350086206898,1,0.2
1419,user_39,3231.66,2026-09-16 21:00:35.153465,Paytm,send,Delhi,Android,0,21,32,2,2,2,0,4488.573909090909,110,-1256.9139090909093,0,0.1
1420,user_26,1702.59,2026-09-19 11:14:52.153465,Zomato,request,Bangalore,Web,0,11,18,5,1,0,1,4396.555663716814,113,-2693.9656637168137,0,0.2
1421,user_25,1127.18,2026-08-12 03:10:49.153465,Flipkart,request,Mumbai,Android,0,3,17,1,1,3,0,3615.32544,125,-2488.1454400000002,1,0.1
1422,user_10,3432.43,2026-09-10 10:36:22.153465,Zomato,request,Mumbai,Web,0,10,1,5,1,3,1,4115.205169491525,118,-682.7751694915255,0,0.2
1423,user_14,19679.69,2026-07-31 10:57:34.153465,Flipkart,send,Pune,iOS,0,10,5,1,2,4,2,18284.780597014927,134,1394.9094029850712,0,0.5
1424,user_29,1940.97,2026-08-17 20:09:41.153465,Flipkart,request,Bangalore,iOS,0,20,21,1,1,0,2,4165.22631147541,122,-2224.2563114754093,0,0.5
1425,user_11,1140.0,2026-09-15 23:52:45.153465,Amazon,request,Pune,iOS,0,23,2,0,1,4,2,3819.240342465753,146,-2679.240342465753,0,0.5
1426,user_16,4316.36,2026-08-14 06:27:07.153465,Flipkart,request,Chennai,Web,1,6,7,1,1,1,1,3660.321525423729,118,656.0384745762708,1,0.2
1427,user_28,2167.59,2026-08-02 12:35:11.153465,Swiggy,request,Chennai,Web,0,12,20,3,1,1,1,4678.404529914529,117,-2510.814529914529,0,0.2
1428,user_28,1591.96,2026-08-31 02:45:41.153465,Flipkart,refund,Bangalore,Android,0,2,20,1,0,0,0,4678.404529914529,117,-3086.444529914529,1,0.1
1429,user_31,1375.32,2026-08-10 03:02:08.153465,Swiggy,refund,Chennai,Web,0,3,24,3,0,1,1,4894.9887499999995,96,-3519.66875,1,0.2
1430,user_29,2840.63,2026-07-28 02:42:16.153465,Walmart,refund,Chennai,iOS,0,2,21,4,0,1,2,4165.22631147541,122,-1324.5963114754095,1,0.5
1431,user_13,6678.34,2026-08-08 05:59:18.153465,Walmart,request,Delhi,Web,0,5,4,4,1,2,1,16363.8575,124,-9685.5175,1,0.2
1432,user_44,14215.97,2026-09-06 19:59:22.153465,Zomato,request,Bangalore,iOS,0,19,38,5,1,0,2,17327.384636363637,110,-3111.4146363636373,0,0.5
1433,user_41,434.01,2026-07-25 13:48:39.153465,Paytm,send,Chennai,Web,0,13,35,2,2,1,1,4057.624609375,128,-3623.6146093750003,0,0.2
1434,user_22,12427.57,2026-08-24 12:13:19.153465,Walmart,refund,Bangalore,iOS,0,12,14,4,0,0,2,18343.150086206897,116,-5915.580086206897,0,0.5
1435,user_36,13918.09,2026-09-17 08:32:32.153465,Flipkart,refund,Mumbai,Web,1,8,29,1,0,3,1,4483.898691588785,107,9434.191308411215,0,0.2
1436,user_30,15998.59,2026-09-11 06:50:20.153465,Swiggy,refund,Chennai,Android,0,6,23,3,0,1,0,20780.866470588233,119,-4782.276470588233,1,0.1
1437,user_10,3023.54,2026-08-08 11:23:25.153465,Paytm,request,Bangalore,iOS,0,11,1,2,1,0,2,4115.205169491525,118,-1091.6651694915254,0,0.5
1438,user_5,14094.99,2026-09-09 15:20:01.153465,Swiggy,refund,Delhi,Web,0,15,44,3,0,2,1,21765.65124031008,129,-7670.661240310079,0,0.2
1439,user_47,1018.89,2026-08-20 00:14:24.153465,Swiggy,send,Pune,iOS,0,0,41,3,2,4,2,3883.282635658915,129,-2864.392635658915,1,0.5
