transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud,hour,user_id_enc,merchant_enc,transaction_type_enc,location_enc,device_enc,avg_amount_per_user,txn_count_per_user,amount_dev,is_odd_hour,device_risk_score,avg_amount,txn_count,avg_hour,amount_deviation_score,hour_deviation_score
513,user_42,2965.97,2026-07-27 11:17:33.153465,Zomato,send,Mumbai,Web,0,11,36,5,2,3,1,4749.498305084746,118,-1783.528305084746,0,0.2,4749.498305084746,118.0,10.97457627118644,1783.528305084746,0.025423728813560587
514,user_15,9967.15,2026-09-10 18:53:19.153465,Amazon,send,Mumbai,Android,0,18,6,0,2,3,0,17357.696608695653,115,-7390.546608695653,0,0.1,17357.696608695653,115.0,10.42608695652174,7390.546608695653,7.57391304347826
515,user_23,15048.0,2026-09-16 13:44:41.153465,Swiggy,send,Chennai,Android,0,13,15,3,2,1,0,21876.48723880597,134,-6828.48723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,6828.48723880597,1.3805970149253728
516,user_44,12302.89,2026-08-10 18:47:35.153465,Flipkart,request,Mumbai,Android,0,18,38,1,1,3,0,17327.384636363637,110,-5024.494636363637,0,0.1,17327.384636363637,110.0,11.736363636363636,5024.494636363637,6.263636363636364
517,user_7,49336.04,2026-07-30 04:04:31.153465,Flipkart,refund,Bangalore,Web,0,4,47,1,0,0,1,60187.18528,125,-10851.145279999995,1,0.2,60187.18528,125.0,11.512,10851.145279999997,7.5120000000000005
518,user_25,514.04,2026-08-02 14:23:57.153465,Swiggy,send,Mumbai,Android,0,14,17,3,2,3,0,3615.32544,125,-3101.28544,0,0.1,3615.32544,125.0,11.728,3101.28544,2.2720000000000002
519,user_7,171075.26,2026-08-10 00:26:39.153465,Swiggy,request,Chennai,Web,1,0,47,3,1,1,1,60187.18528,125,110888.07472,1,0.2,60187.18528,125.0,11.512,110888.07472,11.512
520,user_8,2385.0,2026-09-06 08:16:35.153465,Zomato,request,Bangalore,iOS,0,8,48,5,1,0,2,4162.542654867257,113,-1777.5426548672567,0,0.5,4162.542654867257,113.0,11.08849557522124,1777.5426548672567,3.0884955752212395
521,user_18,2098.78,2026-09-17 01:13:16.153465,Zomato,refund,Delhi,Android,0,1,9,5,0,2,0,4267.170924369748,119,-2168.390924369748,1,0.1,4267.170924369748,119.0,11.268907563025213,2168.3909243697476,10.268907563025213
522,user_39,1991.01,2026-08-26 11:44:20.153465,Walmart,request,Chennai,Web,1,11,32,4,1,1,1,4488.573909090909,110,-2497.563909090909,0,0.2,4488.573909090909,110.0,11.1,2497.563909090909,0.09999999999999964
523,user_28,963.7,2026-09-01 14:07:29.153465,Zomato,request,Delhi,Web,0,14,20,5,1,2,1,4678.404529914529,117,-3714.704529914529,0,0.2,4678.404529914529,117.0,12.145299145299145,3714.7045299145293,1.8547008547008552
524,user_22,69895.97,2026-09-02 16:48:03.153465,Paytm,request,Mumbai,iOS,1,16,14,2,1,3,2,18343.150086206897,116,51552.81991379311,0,0.5,18343.150086206897,116.0,11.982758620689657,51552.81991379311,4.017241379310343
525,user_42,4609.57,2026-09-04 12:19:50.153465,Swiggy,refund,Delhi,Web,1,12,36,3,0,2,1,4749.498305084746,118,-139.92830508474617,0,0.2,4749.498305084746,118.0,10.97457627118644,139.92830508474617,1.0254237288135606
526,user_21,3947.71,2026-09-16 09:41:16.153465,Zomato,send,Chennai,iOS,0,9,13,5,2,1,2,4244.438115942029,138,-296.72811594202904,0,0.5,4244.438115942029,138.0,11.717391304347826,296.72811594202904,2.717391304347826
527,user_36,3693.52,2026-09-17 07:44:25.153465,Flipkart,send,Pune,iOS,0,7,29,1,2,4,2,4483.898691588785,107,-790.3786915887854,0,0.5,4483.898691588785,107.0,12.121495327102805,790.3786915887854,5.121495327102805
528,user_24,6344.15,2026-08-05 14:30:33.153465,Amazon,refund,Delhi,Web,0,14,16,0,0,2,1,20664.321171875,128,-14320.171171875,0,0.2,20664.321171875,128.0,12.0234375,14320.171171875,1.9765625
529,user_12,45999.74,2026-08-02 22:02:14.153465,Zomato,send,Delhi,iOS,0,22,3,5,2,2,2,52530.11026548673,113,-6530.37026548673,0,0.5,52530.11026548673,113.0,11.49557522123894,6530.37026548673,10.50442477876106
530,user_34,3096.89,2026-08-01 05:52:20.153465,Swiggy,refund,Chennai,Web,0,5,27,3,0,1,1,4524.1720000000005,120,-1427.2820000000006,1,0.2,4524.1720000000005,120.0,12.133333333333333,1427.2820000000006,7.133333333333333
531,user_29,27473.07,2026-08-21 08:13:51.153465,Walmart,request,Pune,Web,1,8,21,4,1,4,1,4165.22631147541,122,23307.84368852459,0,0.2,4165.22631147541,122.0,11.262295081967212,23307.84368852459,3.2622950819672116
532,user_1,1739.52,2026-08-20 19:58:57.153465,Zomato,refund,Pune,iOS,0,19,0,5,0,4,2,4037.268869565217,115,-2297.7488695652173,0,0.5,4037.268869565217,115.0,11.57391304347826,2297.748869565217,7.42608695652174
533,user_47,7925.47,2026-09-13 15:51:04.153465,Swiggy,refund,Chennai,Android,1,15,41,3,0,1,0,3883.282635658915,129,4042.187364341085,0,0.1,3883.282635658915,129.0,11.062015503875967,4042.1873643410854,3.9379844961240327
534,user_33,850.57,2026-09-03 12:38:58.153465,Flipkart,send,Mumbai,iOS,0,12,26,1,2,3,2,3974.536484375,128,-3123.966484375,0,0.5,3974.536484375,128.0,12.5390625,3123.9664843749997,0.5390625
535,user_16,3530.23,2026-08-02 03:26:25.153465,Flipkart,request,Mumbai,Web,0,3,7,1,1,3,1,3660.321525423729,118,-130.09152542372885,1,0.2,3660.321525423729,118.0,11.635593220338984,130.09152542372885,8.635593220338984
536,user_18,3391.07,2026-09-04 20:22:46.153465,Swiggy,request,Delhi,Android,0,20,9,3,1,2,0,4267.170924369748,119,-876.1009243697476,0,0.1,4267.170924369748,119.0,11.268907563025213,876.1009243697476,8.731092436974787
537,user_28,3613.1,2026-09-08 10:26:09.153465,Amazon,refund,Bangalore,iOS,0,10,20,0,0,0,2,4678.404529914529,117,-1065.3045299145292,0,0.5,4678.404529914529,117.0,12.145299145299145,1065.3045299145292,2.145299145299145
538,user_14,58803.81,2026-07-26 08:16:55.153465,Amazon,request,Delhi,iOS,1,8,5,0,1,2,2,18284.780597014927,134,40519.02940298507,0,0.5,18284.780597014927,134.0,11.798507462686567,40519.02940298507,3.798507462686567
539,user_43,9501.0,2026-08-31 14:32:51.153465,Flipkart,refund,Pune,iOS,0,14,37,1,0,4,2,15429.552764227645,123,-5928.552764227643,0,0.5,15429.552764227645,123.0,12.235772357723578,5928.552764227645,1.7642276422764223
540,user_25,4505.67,2026-08-12 22:10:12.153465,Flipkart,send,Pune,Web,0,22,17,1,2,4,1,3615.32544,125,890.34456,0,0.2,3615.32544,125.0,11.728,890.34456,10.272
541,user_48,4090.43,2026-09-18 03:30:36.153465,Zomato,send,Mumbai,Android,0,3,42,5,2,3,0,4029.46368852459,122,60.96631147540984,1,0.1,4029.46368852459,122.0,10.811475409836063,60.96631147540984,7.8114754098360635
542,user_49,6858.31,2026-07-29 00:56:01.153465,Amazon,send,Delhi,Web,0,0,43,0,2,2,1,19333.43277227723,101,-12475.122772277227,1,0.2,19333.43277227723,101.0,10.574257425742577,12475.122772277227,10.574257425742577
543,user_41,3481.69,2026-07-22 09:05:53.153465,Swiggy,send,Mumbai,Web,0,9,35,3,2,3,1,4057.624609375,128,-575.934609375,0,0.2,4057.624609375,128.0,11.828125,575.934609375,2.828125
544,user_1,262.15,2026-07-31 07:07:59.153465,Flipkart,request,Mumbai,Android,1,7,0,1,1,3,0,4037.268869565217,115,-3775.118869565217,0,0.1,4037.268869565217,115.0,11.57391304347826,3775.1188695652168,4.57391304347826
545,user_11,3296.39,2026-09-05 14:32:33.153465,Flipkart,request,Chennai,Android,0,14,2,1,1,1,0,3819.240342465753,146,-522.8503424657533,0,0.1,3819.240342465753,146.0,10.863013698630136,522.8503424657533,3.1369863013698644
546,user_25,4541.39,2026-08-13 15:39:26.153465,Paytm,request,Mumbai,Android,0,15,17,2,1,3,0,3615.32544,125,926.0645600000004,0,0.1,3615.32544,125.0,11.728,926.0645600000003,3.2720000000000002
547,user_28,792.7,2026-09-09 00:28:21.153465,Walmart,request,Chennai,Android,0,0,20,4,1,1,0,4678.404529914529,117,-3885.704529914529,1,0.1,4678.404529914529,117.0,12.145299145299145,3885.7045299145293,11.854700854700855
548,user_49,16645.15,2026-08-13 13:16:58.153465,Flipkart,send,Bangalore,Web,0,13,43,1,2,0,1,19333.43277227723,101,-2688.282772277227,0,0.2,19333.43277227723,101.0,10.574257425742577,2688.282772277227,2.4257425742574235
549,user_44,11102.69,2026-08-13 08:28:03.153465,Zomato,request,Mumbai,Android,0,8,38,5,1,3,0,17327.384636363637,110,-6224.694636363636,0,0.1,17327.384636363637,110.0,11.736363636363636,6224.694636363636,3.7363636363636363
550,user_48,4924.0,2026-08-13 14:00:24.153465,Paytm,send,Bangalore,Web,0,14,42,2,2,0,1,4029.46368852459,122,894.53631147541,0,0.2,4029.46368852459,122.0,10.811475409836063,894.53631147541,3.1885245901639365
551,user_32,2417.75,2026-08-07 07:21:28.153465,Swiggy,send,Bangalore,Android,0,7,25,3,2,0,0,3596.741,130,-1178.991,0,0.1,3596.741,130.0,11.0,1178.991,4.0
552,user_34,432.35,2026-08-28 08:53:15.153465,Flipkart,request,Pune,Android,0,8,27,1,1,4,0,4524.1720000000005,120,-4091.822000000001,0,0.1,4524.1720000000005,120.0,12.133333333333333,4091.8220000000006,4.133333333333333
553,user_35,13415.85,2026-08-21 00:36:09.153465,Flipkart,refund,Pune,Android,0,0,28,1,0,4,0,15800.978582677166,127,-2385.128582677165,1,0.1,15800.978582677166,127.0,11.275590551181102,2385.1285826771655,11.275590551181102
554,user_35,16894.37,2026-08-23 18:33:15.153465,Walmart,refund,Bangalore,Android,0,18,28,4,0,0,0,15800.978582677166,127,1093.3914173228331,0,0.1,15800.978582677166,127.0,11.275590551181102,1093.3914173228331,6.724409448818898
555,user_11,2093.53,2026-08-26 20:17:43.153465,Swiggy,refund,Delhi,Android,0,20,2,3,0,2,0,3819.240342465753,146,-1725.710342465753,0,0.1,3819.240342465753,146.0,10.863013698630136,1725.710342465753,9.136986301369864
556,user_15,10497.76,2026-09-19 05:37:19.153465,Walmart,request,Mumbai,Android,1,5,6,4,1,3,0,17357.696608695653,115,-6859.9366086956525,1,0.1,17357.696608695653,115.0,10.42608695652174,6859.9366086956525,5.42608695652174
557,user_8,3570.14,2026-09-14 08:18:11.153465,Walmart,refund,Delhi,Android,0,8,48,4,0,2,0,4162.542654867257,113,-592.4026548672568,0,0.1,4162.542654867257,113.0,11.08849557522124,592.4026548672568,3.0884955752212395
558,user_42,3791.95,2026-09-06 21:09:19.153465,Flipkart,refund,Chennai,Web,0,21,36,1,0,1,1,4749.498305084746,118,-957.548305084746,0,0.2,4749.498305084746,118.0,10.97457627118644,957.5483050847461,10.02542372881356
559,user_32,972.15,2026-08-11 16:32:00.153465,Amazon,request,Pune,Web,0,16,25,0,1,4,1,3596.741,130,-2624.591,0,0.2,3596.741,130.0,11.0,2624.591,5.0
560,user_24,8506.34,2026-08-09 12:58:17.153465,Swiggy,refund,Mumbai,iOS,0,12,16,3,0,3,2,20664.321171875,128,-12157.981171875,0,0.5,20664.321171875,128.0,12.0234375,12157.981171874999,0.0234375
561,user_7,40909.31,2026-07-22 01:13:31.153465,Swiggy,send,Bangalore,iOS,0,1,47,3,2,0,2,60187.18528,125,-19277.87528,1,0.5,60187.18528,125.0,11.512,19277.87528,10.512
562,user_34,3575.47,2026-08-12 09:02:30.153465,Flipkart,refund,Chennai,Web,0,9,27,1,0,1,1,4524.1720000000005,120,-948.7020000000008,0,0.2,4524.1720000000005,120.0,12.133333333333333,948.7020000000007,3.133333333333333
563,user_49,12936.82,2026-09-04 00:34:18.153465,Zomato,request,Delhi,iOS,0,0,43,5,1,2,2,19333.43277227723,101,-6396.612772277229,1,0.5,19333.43277227723,101.0,10.574257425742577,6396.612772277229,10.574257425742577
564,user_3,46674.03,2026-08-21 06:02:39.153465,Amazon,refund,Pune,Web,0,6,22,0,0,4,1,51628.90211538462,104,-4954.87211538462,1,0.2,51628.90211538462,104.0,11.057692307692308,4954.87211538462,5.057692307692308
565,user_46,840.19,2026-09-15 21:33:44.153465,Paytm,send,Bangalore,Web,0,21,40,2,2,0,1,4824.613684210526,133,-3984.423684210526,0,0.2,4824.613684210526,133.0,11.045112781954888,3984.423684210526,9.954887218045112
566,user_45,1833.24,2026-08-30 05:39:24.153465,Zomato,send,Mumbai,iOS,1,5,39,5,2,3,2,3748.3989344262295,122,-1915.1589344262293,1,0.5,3748.3989344262295,122.0,12.327868852459016,1915.1589344262295,7.327868852459016
567,user_29,4301.8,2026-08-31 14:18:20.153465,Walmart,send,Pune,iOS,1,14,21,4,2,4,2,4165.22631147541,122,136.57368852459058,0,0.5,4165.22631147541,122.0,11.262295081967212,136.57368852459058,2.7377049180327884
568,user_4,3159.25,2026-08-13 20:15:01.153465,Zomato,request,Delhi,Android,0,20,33,5,1,2,0,4960.130344827586,116,-1800.8803448275858,0,0.1,4960.130344827586,116.0,12.836206896551724,1800.8803448275858,7.163793103448276
569,user_36,4174.14,2026-09-16 12:30:39.153465,Amazon,refund,Mumbai,Web,1,12,29,0,0,3,1,4483.898691588785,107,-309.75869158878504,0,0.2,4483.898691588785,107.0,12.121495327102805,309.75869158878504,0.12149532710280475
570,user_3,36227.04,2026-08-22 14:12:34.153465,Zomato,refund,Mumbai,Web,0,14,22,5,0,3,1,51628.90211538462,104,-15401.862115384618,0,0.2,51628.90211538462,104.0,11.057692307692308,15401.862115384618,2.9423076923076916
571,user_10,3683.72,2026-08-08 01:07:49.153465,Zomato,request,Bangalore,Web,0,1,1,5,1,0,1,4115.205169491525,118,-431.4851694915256,1,0.2,4115.205169491525,118.0,10.720338983050848,431.48516949152554,9.720338983050848
572,user_24,8093.1,2026-08-26 08:17:38.153465,Zomato,request,Mumbai,Android,0,8,16,5,1,3,0,20664.321171875,128,-12571.221171875,0,0.1,20664.321171875,128.0,12.0234375,12571.221171874999,4.0234375
573,user_21,693.32,2026-09-15 02:00:03.153465,Swiggy,request,Bangalore,iOS,0,2,13,3,1,0,2,4244.438115942029,138,-3551.118115942029,1,0.5,4244.438115942029,138.0,11.717391304347826,3551.118115942029,9.717391304347826
574,user_26,2876.33,2026-09-03 12:11:27.153465,Paytm,send,Mumbai,Web,0,12,18,2,2,3,1,4396.555663716814,113,-1520.225663716814,0,0.2,4396.555663716814,113.0,10.734513274336283,1520.2256637168139,1.2654867256637168
575,user_9,2192.44,2026-09-17 04:27:34.153465,Flipkart,send,Chennai,Web,0,4,49,1,2,1,1,4747.313999999999,110,-2554.874,1,0.2,4747.313999999999,110.0,11.372727272727271,2554.8739999999993,7.372727272727271
576,user_17,13607.81,2026-08-04 21:34:02.153465,Walmart,send,Delhi,iOS,0,21,8,4,2,2,2,4173.412348484848,132,9434.397651515152,0,0.5,4173.412348484848,132.0,11.37121212121212,9434.397651515152,9.62878787878788
577,user_4,599.06,2026-08-26 12:57:13.153465,Zomato,request,Bangalore,Web,0,12,33,5,1,0,1,4960.130344827586,116,-4361.070344827585,0,0.2,4960.130344827586,116.0,12.836206896551724,4361.070344827585,0.8362068965517242
578,user_35,9152.48,2026-09-04 12:09:00.153465,Amazon,request,Bangalore,Web,0,12,28,0,1,0,1,15800.978582677166,127,-6648.498582677166,0,0.2,15800.978582677166,127.0,11.275590551181102,6648.498582677166,0.7244094488188981
579,user_25,1889.49,2026-07-28 20:49:15.153465,Paytm,request,Pune,iOS,0,20,17,2,1,4,2,3615.32544,125,-1725.83544,0,0.5,3615.32544,125.0,11.728,1725.83544,8.272
580,user_50,2936.67,2026-08-27 07:41:12.153465,Walmart,refund,Delhi,Web,1,7,45,4,0,2,1,4276.488269230769,104,-1339.8182692307691,0,0.2,4276.488269230769,104.0,10.875,1339.8182692307691,3.875
581,user_35,16234.82,2026-09-13 03:20:16.153465,Paytm,send,Delhi,Web,0,3,28,2,2,2,1,15800.978582677166,127,433.8414173228339,1,0.2,15800.978582677166,127.0,11.275590551181102,433.8414173228339,8.275590551181102
582,user_16,4609.62,2026-07-29 21:57:26.153465,Zomato,request,Bangalore,iOS,1,21,7,5,1,0,2,3660.321525423729,118,949.298474576271,0,0.5,3660.321525423729,118.0,11.635593220338984,949.298474576271,9.364406779661016
583,user_21,4849.31,2026-08-28 16:55:09.153465,Amazon,request,Delhi,Android,1,16,13,0,1,2,0,4244.438115942029,138,604.8718840579713,0,0.1,4244.438115942029,138.0,11.717391304347826,604.8718840579713,4.282608695652174
584,user_2,27221.44,2026-08-26 11:19:00.153465,Zomato,request,Delhi,Android,1,11,11,5,1,2,0,47401.46406779661,118,-20180.02406779661,0,0.1,47401.46406779661,118.0,12.296610169491526,20180.02406779661,1.296610169491526
585,user_22,5382.85,2026-09-03 13:12:52.153465,Paytm,request,Pune,Android,0,13,14,2,1,4,0,18343.150086206897,116,-12960.300086206897,0,0.1,18343.150086206897,116.0,11.982758620689657,12960.300086206897,1.0172413793103434
586,user_15,9809.24,2026-08-01 02:07:08.153465,Paytm,send,Chennai,Android,0,2,6,2,2,1,0,17357.696608695653,115,-7548.456608695653,1,0.1,17357.696608695653,115.0,10.42608695652174,7548.456608695653,8.42608695652174
587,user_3,121488.0,2026-08-31 18:50:30.153465,Amazon,refund,Delhi,Web,1,18,22,0,0,2,1,51628.90211538462,104,69859.09788461539,0,0.2,51628.90211538462,104.0,11.057692307692308,69859.09788461539,6.942307692307692
588,user_7,25677.38,2026-09-12 11:49:00.153465,Walmart,send,Chennai,Android,0,11,47,4,2,1,0,60187.18528,125,-34509.80528,0,0.1,60187.18528,125.0,11.512,34509.80528,0.5120000000000005
589,user_5,5779.18,2026-09-11 02:37:02.153465,Paytm,refund,Mumbai,iOS,0,2,44,2,0,3,2,21765.65124031008,129,-15986.471240310078,1,0.5,21765.65124031008,129.0,11.186046511627907,15986.471240310078,9.186046511627907
590,user_22,55999.88,2026-09-07 14:05:02.153465,Amazon,refund,Delhi,Android,1,14,14,0,0,2,0,18343.150086206897,116,37656.7299137931,0,0.1,18343.150086206897,116.0,11.982758620689657,37656.7299137931,2.0172413793103434
591,user_21,1310.97,2026-08-07 08:57:43.153465,Flipkart,request,Pune,Android,0,8,13,1,1,4,0,4244.438115942029,138,-2933.468115942029,0,0.1,4244.438115942029,138.0,11.717391304347826,2933.468115942029,3.717391304347826
592,user_14,9623.73,2026-07-27 11:43:29.153465,Amazon,request,Mumbai,Web,0,11,5,0,1,3,1,18284.780597014927,134,-8661.050597014928,0,0.2,18284.780597014927,134.0,11.798507462686567,8661.050597014928,0.7985074626865671
593,user_29,2208.41,2026-07-26 17:09:51.153465,Swiggy,send,Delhi,Web,0,17,21,3,2,2,1,4165.22631147541,122,-1956.8163114754095,0,0.2,4165.22631147541,122.0,11.262295081967212,1956.8163114754097,5.737704918032788
594,user_13,14611.57,2026-09-14 17:30:37.153465,Zomato,send,Delhi,iOS,0,17,4,5,2,2,2,16363.8575,124,-1752.2875000000004,0,0.5,16363.8575,124.0,11.25,1752.2875000000004,5.75
595,user_5,48383.53,2026-08-25 13:59:30.153465,Swiggy,request,Mumbai,Web,1,13,44,3,1,3,1,21765.65124031008,129,26617.87875968992,0,0.2,21765.65124031008,129.0,11.186046511627907,26617.87875968992,1.8139534883720927
596,user_23,10172.01,2026-08-24 03:02:36.153465,Walmart,send,Delhi,Web,0,3,15,4,2,2,1,21876.48723880597,134,-11704.47723880597,1,0.2,21876.48723880597,134.0,11.619402985074627,11704.47723880597,8.619402985074627
597,user_40,14089.51,2026-08-04 13:17:34.153465,Swiggy,refund,Pune,iOS,0,13,34,3,0,4,2,18950.45356435644,101,-4860.9435643564375,0,0.5,18950.45356435644,101.0,11.13861386138614,4860.943564356441,1.8613861386138595
598,user_38,32123.27,2026-08-05 16:37:59.153465,Amazon,request,Chennai,iOS,1,16,31,0,1,1,2,17814.76077586207,116,14308.509224137932,0,0.5,17814.76077586207,116.0,11.14655172413793,14308.509224137932,4.853448275862069
599,user_2,46589.26,2026-09-15 13:26:07.153465,Zomato,send,Chennai,iOS,0,13,11,5,2,1,2,47401.46406779661,118,-812.204067796607,0,0.5,47401.46406779661,118.0,12.296610169491526,812.204067796607,0.703389830508474
600,user_9,2405.01,2026-08-07 01:25:18.153465,Zomato,request,Mumbai,iOS,0,1,49,5,1,3,2,4747.313999999999,110,-2342.303999999999,1,0.5,4747.313999999999,110.0,11.372727272727271,2342.303999999999,10.372727272727271
601,user_46,4249.34,2026-08-17 21:35:54.153465,Swiggy,send,Bangalore,Android,0,21,40,3,2,0,0,4824.613684210526,133,-575.273684210526,0,0.1,4824.613684210526,133.0,11.045112781954888,575.273684210526,9.954887218045112
602,user_49,13455.23,2026-08-04 20:00:49.153465,Swiggy,request,Mumbai,Web,0,20,43,3,1,3,1,19333.43277227723,101,-5878.202772277229,0,0.2,19333.43277227723,101.0,10.574257425742577,5878.202772277229,9.425742574257423
603,user_42,4924.65,2026-08-26 10:22:32.153465,Swiggy,refund,Mumbai,Web,0,10,36,3,0,3,1,4749.498305084746,118,175.15169491525376,0,0.2,4749.498305084746,118.0,10.97457627118644,175.15169491525376,0.9745762711864394
604,user_16,2697.57,2026-07-30 23:03:41.153465,Walmart,refund,Mumbai,iOS,0,23,7,4,0,3,2,3660.321525423729,118,-962.7515254237288,0,0.5,3660.321525423729,118.0,11.635593220338984,962.7515254237287,11.364406779661016
605,user_44,16752.22,2026-09-02 11:48:23.153465,Paytm,request,Bangalore,Web,0,11,38,2,1,0,1,17327.384636363637,110,-575.1646363636355,0,0.2,17327.384636363637,110.0,11.736363636363636,575.1646363636355,0.7363636363636363
606,user_4,3523.08,2026-09-02 22:43:56.153465,Amazon,refund,Chennai,Web,0,22,33,0,0,1,1,4960.130344827586,116,-1437.0503448275858,0,0.2,4960.130344827586,116.0,12.836206896551724,1437.0503448275858,9.163793103448276
607,user_25,4639.74,2026-09-03 16:56:36.153465,Zomato,send,Chennai,iOS,1,16,17,5,2,1,2,3615.32544,125,1024.4145599999997,0,0.5,3615.32544,125.0,11.728,1024.4145599999997,4.272
608,user_32,3218.47,2026-08-04 07:09:50.153465,Swiggy,request,Bangalore,iOS,0,7,25,3,1,0,2,3596.741,130,-378.2710000000002,0,0.5,3596.741,130.0,11.0,378.2710000000002,4.0
609,user_19,4522.13,2026-07-24 03:52:34.153465,Swiggy,refund,Bangalore,Web,1,3,10,3,0,0,1,3644.202786885246,122,877.9272131147541,1,0.2,3644.202786885246,122.0,11.295081967213116,877.9272131147541,8.295081967213116
610,user_16,4569.46,2026-07-26 01:03:48.153465,Swiggy,refund,Bangalore,iOS,1,1,7,3,0,0,2,3660.321525423729,118,909.1384745762712,1,0.5,3660.321525423729,118.0,11.635593220338984,909.1384745762712,10.635593220338984
611,user_26,1739.66,2026-07-25 12:39:08.153465,Zomato,request,Mumbai,iOS,0,12,18,5,1,3,2,4396.555663716814,113,-2656.895663716814,0,0.5,4396.555663716814,113.0,10.734513274336283,2656.895663716814,1.2654867256637168
612,user_46,3758.48,2026-07-30 18:37:14.153465,Walmart,request,Pune,iOS,1,18,40,4,1,4,2,4824.613684210526,133,-1066.133684210526,0,0.5,4824.613684210526,133.0,11.045112781954888,1066.133684210526,6.954887218045112
613,user_31,2094.12,2026-08-23 22:10:08.153465,Zomato,request,Pune,iOS,0,22,24,5,1,4,2,4894.98875,96,-2800.86875,0,0.5,4894.98875,96.0,12.09375,2800.8687500000005,9.90625
614,user_13,8201.55,2026-07-26 03:46:33.153465,Zomato,request,Delhi,iOS,0,3,4,5,1,2,2,16363.8575,124,-8162.307500000001,1,0.5,16363.8575,124.0,11.25,8162.307500000001,8.25
615,user_18,4099.98,2026-09-04 02:45:57.153465,Paytm,request,Pune,Android,0,2,9,2,1,4,0,4267.170924369748,119,-167.19092436974825,1,0.1,4267.170924369748,119.0,11.268907563025213,167.19092436974825,9.268907563025213
616,user_14,8070.55,2026-09-09 11:38:51.153465,Paytm,send,Bangalore,iOS,0,11,5,2,2,0,2,18284.780597014927,134,-10214.230597014928,0,0.5,18284.780597014927,134.0,11.798507462686567,10214.230597014928,0.7985074626865671
617,user_19,1513.51,2026-08-17 20:34:42.153465,Walmart,send,Chennai,iOS,0,20,10,4,2,1,2,3644.202786885246,122,-2130.6927868852463,0,0.5,3644.202786885246,122.0,11.295081967213116,2130.6927868852463,8.704918032786884
618,user_19,4845.66,2026-08-16 06:56:32.153465,Flipkart,request,Mumbai,Web,0,6,10,1,1,3,1,3644.202786885246,122,1201.4572131147538,1,0.2,3644.202786885246,122.0,11.295081967213116,1201.4572131147538,5.295081967213116
619,user_6,2979.25,2026-08-14 11:52:18.153465,Swiggy,refund,Chennai,Android,0,11,46,3,0,1,0,3699.0514728682174,129,-719.8014728682174,0,0.1,3699.0514728682174,129.0,11.55813953488372,719.8014728682174,0.5581395348837201
620,user_1,1534.64,2026-08-21 12:53:52.153465,Zomato,send,Mumbai,Web,1,12,0,5,2,3,1,4037.268869565217,115,-2502.628869565217,0,0.2,4037.268869565217,115.0,11.57391304347826,2502.6288695652165,0.4260869565217398
621,user_20,5745.35,2026-09-12 09:02:45.153465,Paytm,send,Delhi,Android,0,9,12,2,2,2,0,19935.082280701758,114,-14189.732280701754,0,0.1,19935.082280701758,114.0,11.929824561403509,14189.732280701757,2.9298245614035086
622,user_38,11518.61,2026-08-10 00:36:01.153465,Paytm,refund,Bangalore,Web,0,0,31,2,0,0,1,17814.76077586207,116,-6296.150775862068,1,0.2,17814.76077586207,116.0,11.14655172413793,6296.150775862068,11.14655172413793
623,user_5,33832.71,2026-07-28 15:52:23.153465,Swiggy,send,Delhi,Android,1,15,44,3,2,2,0,21765.65124031008,129,12067.05875968992,0,0.1,21765.65124031008,129.0,11.186046511627907,12067.05875968992,3.8139534883720927
624,user_46,856.58,2026-09-13 14:11:03.153465,Swiggy,request,Delhi,Android,0,14,40,3,1,2,0,4824.613684210526,133,-3968.033684210526,0,0.1,4824.613684210526,133.0,11.045112781954888,3968.033684210526,2.954887218045112
625,user_39,1038.71,2026-08-06 15:19:28.153465,Swiggy,refund,Pune,Android,0,15,32,3,0,4,0,4488.573909090909,110,-3449.863909090909,0,0.1,4488.573909090909,110.0,11.1,3449.863909090909,3.9000000000000004
626,user_23,8406.2,2026-09-15 08:31:26.153465,Amazon,send,Pune,Android,0,8,15,0,2,4,0,21876.48723880597,134,-13470.28723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,13470.28723880597,3.619402985074627
627,user_25,644.45,2026-08-14 12:12:33.153465,Amazon,send,Pune,Android,0,12,17,0,2,4,0,3615.32544,125,-2970.87544,0,0.1,3615.32544,125.0,11.728,2970.87544,0.27200000000000024
628,user_33,1229.12,2026-08-16 17:40:24.153465,Zomato,refund,Delhi,Android,0,17,26,5,0,2,0,3974.536484375,128,-2745.416484375,0,0.1,3974.536484375,128.0,12.5390625,2745.416484375,4.4609375
629,user_9,3266.12,2026-08-20 22:22:02.153465,Swiggy,send,Delhi,Web,1,22,49,3,2,2,1,4747.313999999999,110,-1481.1939999999995,0,0.2,4747.313999999999,110.0,11.372727272727271,1481.1939999999995,10.627272727272729
630,user_47,348.13,2026-07-31 10:40:16.153465,Amazon,refund,Pune,Android,0,10,41,0,0,4,0,3883.282635658915,129,-3535.1526356589147,0,0.1,3883.282635658915,129.0,11.062015503875967,3535.1526356589147,1.0620155038759673
631,user_23,13591.02,2026-08-18 14:23:54.153465,Zomato,request,Pune,Android,0,14,15,5,1,4,0,21876.48723880597,134,-8285.46723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,8285.46723880597,2.380597014925373
