transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud
960,user_1,2001.81,2026-08-09 09:46:38.153465,Walmart,refund,Mumbai,Web,0
961,user_31,3041.11,2026-08-05 20:09:29.153465,Flipkart,refund,Mumbai,Web,0
962,user_16,2994.59,2026-08-20 12:03:25.153465,Walmart,refund,Bangalore,iOS,0
963,user_20,6764.12,2026-08-28 08:53:28.153465,Swiggy,request,Bangalore,Web,0
964,user_39,4304.43,2026-07-31 01:29:44.153465,Flipkart,send,Delhi,Android,1
965,user_29,591.78,2026-09-02 18:59:02.153465,Amazon,refund,Chennai,Web,0
966,user_13,6151.08,2026-07-26 01:48:39.153465,Walmart,send,Delhi,Android,0
967,user_42,4792.03,2026-09-02 16:08:08.153465,Flipkart,send,Mumbai,Web,1
968,user_12,233496.88,2026-07-26 22:26:21.153465,Amazon,refund,Pune,Web,1
969,user_43,13916.46,2026-09-08 00:51:50.153465,Amazon,send,Bangalore,Android,0
970,user_48,205.74,2026-09-05 00:34:26.153465,Amazon,refund,Delhi,iOS,0
971,user_13,7845.16,2026-08-05 00:17:50.153465,Flipkart,send,Delhi,Android,0
972,user_14,7549.97,2026-09-06 14:30:58.153465,Flipkart,request,Chennai,Android,0
973,user_38,17716.88,2026-09-08 18:59:46.153465,Amazon,refund,Chennai,iOS,0
974,user_45,8760.41,2026-09-01 10:30:03.153465,Amazon,refund,Pune,Android,0
975,user_35,10558.74,2026-08-11 14:21:23.153465,Swiggy,request,Mumbai,Web,0
976,user_35,14577.86,2026-09-07 21:14:36.153465,Paytm,request,Bangalore,Android,0
977,user_35,19657.78,2026-09-01 11:15:29.153465,Amazon,refund,Pune,Web,1
978,user_45,1793.42,2026-08-12 09:43:40.153465,Paytm,refund,Mumbai,iOS,0
979,user_44,17216.78,2026-07-27 23:36:08.153465,Zomato,refund,Chennai,Web,1
980,user_18,3120.13,2026-08-21 04:36:27.153465,Walmart,request,Chennai,Android,0
981,user_22,12555.94,2026-08-29 06:45:26.153465,Zomato,send,Mumbai,iOS,0
982,user_13,18292.48,2026-08-18 23:23:01.153465,Paytm,request,Bangalore,Web,0
983,user_14,14056.39,2026-08-05 19:17:47.153465,Flipkart,refund,Pune,Android,0
984,user_13,18575.22,2026-08-28 08:53:49.153465,Zomato,request,Pune,iOS,0
985,user_11,3201.53,2026-09-14 23:45:59.153465,Flipkart,request,Pune,Web,0
986,user_28,14779.37,2026-09-14 20:59:46.153465,Paytm,send,Bangalore,iOS,1
987,user_9,640.89,2026-07-30 10:20:34.153465,Swiggy,refund,Mumbai,Android,0
988,user_10,1368.61,2026-09-10 00:45:59.153465,Swiggy,refund,Bangalore,iOS,0
989,user_47,594.56,2026-07-22 09:45:56.153465,Swiggy,refund,Chennai,Web,0
990,user_12,38080.97,2026-08-05 03:08:45.153465,Swiggy,request,Bangalore,Android,0
991,user_41,4708.84,2026-09-15 15:01:54.153465,Amazon,refund,Delhi,Web,0
992,user_5,13990.76,2026-08-17 17:50:56.153465,Paytm,refund,Bangalore,Web,0
993,user_50,4535.29,2026-08-31 10:34:59.153465,Amazon,request,Pune,Android,0
994,user_22,6661.5,2026-08-20 17:25:12.153465,Zomato,refund,Mumbai,iOS,0
995,user_30,8074.85,2026-08-03 22:10:19.153465,Flipkart,send,Delhi,iOS,0
996,user_37,14245.44,2026-08-22 09:19:08.153465,Zomato,send,Chennai,Android,0
997,user_41,757.28,2026-09-03 16:25:10.153465,Flipkart,send,Chennai,Web,0
998,user_36,1434.78,2026-09-18 02:40:52.153465,Flipkart,request,Pune,Android,0
999,user_49,95817.65,2026-09-12 12:14:58.153465,Walmart,refund,Mumbai,Web,1
1000,user_30,12264.5,2026-07-21 18:50:44.153465,Swiggy,send,Mumbai,Android,0
1001,user_19,510.86,2026-08-26 01:49:06.153465,Swiggy,request,Bangalore,iOS,0
1002,user_37,42997.66,2026-09-06 20:21:56.153465,Zomato,request,Delhi,Android,1
1003,user_39,1905.85,2026-08-08 12:08:38.153465,Swiggy,request,Bangalore,iOS,0
1004,user_31,1493.82,2026-09-07 12:41:52.153465,Walmart,request,Mumbai,iOS,0
1005,user_37,15761.32,2026-08-17 02:10:08.153465,Zomato,request,Pune,iOS,1
1006,user_15,37313.31,2026-09-07 16:09:33.153465,Walmart,send,Chennai,iOS,0
1007,user_29,3977.0,2026-08-25 22:45:06.153465,Walmart,refund,Pune,Web,0
1008,user_43,17857.97,2026-09-10 19:55:40.153465,Flipkart,refund,Mumbai,Web,0
1009,user_41,2357.14,2026-08-19 18:14:56.153465,Flipkart,refund,Bangalore,iOS,1
1010,user_42,11200.23,2026-08-15 21:34:31.153465,Walmart,send,Bangalore,Android,1
1011,user_3,96207.37,2026-09-14 08:04:15.153465,Amazon,refund,Delhi,Web,1
1012,user_21,1525.32,2026-08-07 02:09:45.153465,Swiggy,refund,Pune,Web,0
1013,user_32,10532.25,2026-09-15 12:19:51.153465,Amazon,refund,Pune,Web,1
1014,user_18,2880.09,2026-09-06 23:29:22.153465,Zomato,refund,Chennai,Android,0
1015,user_33,862.05,2026-08-10 22:30:27.153465,Flipkart,request,Mumbai,Web,0
1016,user_10,4188.0,2026-07-31 12:12:55.153465,Amazon,refund,Bangalore,Android,0
1017,user_21,469.98,2026-09-02 03:57:15.153465,Walmart,send,Pune,Android,0
1018,user_34,4458.03,2026-09-12 13:13:18.153465,Walmart,refund,Bangalore,Web,1
1019,user_36,2578.74,2026-07-29 19:03:12.153465,Walmart,request,Pune,Android,0
1020,user_43,18921.98,2026-08-25 08:06:18.153465,Walmart,send,Pune,Android,0
1021,user_37,7431.4,2026-08-18 13:54:46.153465,Swiggy,request,Chennai,Android,0
1022,user_39,1700.7,2026-08-26 20:32:10.153465,Paytm,refund,Chennai,Android,0
1023,user_18,2806.7,2026-08-13 22:22:46.153465,Amazon,send,Bangalore,iOS,0
1024,user_44,10919.6,2026-08-06 17:58:59.153465,Walmart,refund,Pune,Web,0
1025,user_9,2088.16,2026-08-22 17:42:55.153465,Paytm,refund,Bangalore,iOS,0
1026,user_36,1677.79,2026-08-19 09:21:37.153465,Paytm,refund,Pune,Web,0
1027,user_9,4138.86,2026-08-11 07:30:02.153465,Paytm,refund,Mumbai,iOS,0
1028,user_2,28216.09,2026-08-20 23:45:08.153465,Amazon,send,Delhi,Web,0
1029,user_41,4813.48,2026-07-26 07:10:29.153465,Paytm,refund,Chennai,Android,1
1030,user_30,19847.85,2026-09-17 04:47:51.153465,Swiggy,request,Chennai,Android,0
1031,user_46,2048.57,2026-08-22 14:07:01.153465,Paytm,request,Delhi,Web,0
1032,user_10,3497.27,2026-07-29 04:18:44.153465,Zomato,send,Mumbai,Android,0
1033,user_42,12592.54,2026-07-29 06:18:00.153465,Swiggy,refund,Bangalore,Android,1
1034,user_34,2181.8,2026-08-07 17:36:35.153465,Flipkart,request,Delhi,iOS,0
1035,user_3,25696.08,2026-08-23 07:28:58.153465,Flipkart,request,Bangalore,iOS,0
1036,user_8,14042.03,2026-08-06 05:50:27.153465,Paytm,refund,Mumbai,iOS,1
1037,user_20,9922.78,2026-09-07 08:31:38.153465,Amazon,refund,Mumbai,Web,0
1038,user_17,2545.55,2026-08-28 15:01:13.153465,Amazon,refund,Mumbai,iOS,0
1039,user_3,15276.4,2026-08-19 04:46:21.153465,Paytm,request,Pune,Web,0
1040,user_31,1081.98,2026-08-10 14:17:05.153465,Paytm,refund,Chennai,iOS,0
1041,user_33,1925.85,2026-09-04 13:23:17.153465,Amazon,request,Chennai,Android,0
1042,user_9,4949.79,2026-09-02 19:35:46.153465,Zomato,refund,Bangalore,Android,0
1043,user_29,4546.99,2026-08-04 13:20:18.153465,Amazon,send,Bangalore,iOS,1
1044,user_45,1067.91,2026-08-23 10:44:23.153465,Zomato,request,Mumbai,iOS,0
1045,user_50,802.57,2026-08-13 23:08:26.153465,Amazon,send,Bangalore,Web,0
1046,user_35,9934.66,2026-09-16 16:41:58.153465,Walmart,send,Pune,iOS,0
1047,user_42,10183.06,2026-08-22 12:07:31.153465,Flipkart,send,Pune,iOS,1
1048,user_13,11114.38,2026-08-17 04:37:37.153465,Zomato,request,Mumbai,Android,0
1049,user_2,53566.14,2026-09-09 06:51:19.153465,Walmart,send,Mumbai,iOS,0
1050,user_4,1158.21,2026-08-05 17:05:40.153465,Paytm,refund,Pune,iOS,0
1051,user_43,6729.29,2026-07-28 16:48:49.153465,Swiggy,send,Pune,Android,0
1052,user_41,3868.56,2026-09-17 11:33:55.153465,Flipkart,request,Delhi,iOS,0
1053,user_2,23504.46,2026-09-10 21:55:04.153465,Amazon,refund,Mumbai,Web,0
1054,user_5,6067.78,2026-07-31 10:04:16.153465,Flipkart,request,Delhi,iOS,0
1055,user_42,3305.16,2026-08-26 12:49:31.153465,Amazon,request,Delhi,iOS,1
1056,user_40,5697.94,2026-09-03 08:38:06.153465,Flipkart,request,Bangalore,Android,0
1057,user_15,5078.93,2026-08-22 00:18:02.153465,Swiggy,request,Delhi,Android,0
1058,user_14,17295.46,2026-08-09 16:24:44.153465,Zomato,refund,Chennai,iOS,0
1059,user_11,3810.91,2026-08-23 00:12:43.153465,Swiggy,send,Pune,Android,0
1060,user_33,4206.66,2026-08-19 04:51:40.153465,Walmart,send,Delhi,Android,0
1061,user_14,13584.18,2026-07-22 09:14:21.153465,Amazon,send,Pune,Android,0
1062,user_6,3313.7,2026-08-09 18:17:20.153465,Paytm,send,Chennai,Android,0
1063,user_17,3115.64,2026-09-10 23:10:19.153465,Paytm,refund,Mumbai,iOS,0
1064,user_11,1374.6,2026-07-26 02:13:14.153465,Swiggy,send,Bangalore,Android,0
1065,user_27,5741.75,2026-08-22 07:08:06.153465,Amazon,refund,Delhi,iOS,0
1066,user_13,9724.57,2026-08-20 19:48:54.153465,Zomato,send,Chennai,Android,0
1067,user_46,4453.41,2026-08-22 03:20:02.153465,Walmart,request,Mumbai,Android,1
1068,user_44,15688.73,2026-08-30 04:31:08.153465,Swiggy,refund,Chennai,Android,0
1069,user_43,19172.66,2026-08-04 08:10:01.153465,Zomato,request,Delhi,iOS,0
1070,user_38,14205.47,2026-08-16 13:07:07.153465,Flipkart,send,Bangalore,Web,0
1071,user_4,16501.93,2026-07-23 04:39:56.153465,Flipkart,send,Chennai,iOS,0
1072,user_36,3732.2,2026-08-02 10:06:20.153465,Walmart,request,Mumbai,Web,0
1073,user_26,9032.03,2026-08-04 17:37:27.153465,Walmart,send,Chennai,Android,1
1074,user_13,8236.64,2026-09-10 10:54:24.153465,Paytm,request,Delhi,iOS,0
1075,user_41,12292.98,2026-08-08 12:19:00.153465,Amazon,request,Chennai,Android,1
1076,user_24,16670.15,2026-08-29 11:54:11.153465,Swiggy,request,Delhi,iOS,0
1077,user_41,1924.79,2026-08-20 16:01:04.153465,Amazon,refund,Bangalore,Android,1
1078,user_10,4501.48,2026-08-23 04:00:43.153465,Walmart,send,Chennai,iOS,1
1079,user_11,664.5,2026-08-10 18:26:07.153465,Paytm,request,Delhi,Android,0
1080,user_3,20324.14,2026-07-30 18:18:30.153465,Paytm,request,Bangalore,Android,0
1081,user_24,9128.16,2026-09-16 19:50:30.153465,Paytm,send,Bangalore,Android,0
1082,user_26,4398.91,2026-08-13 08:38:54.153465,Flipkart,request,Mumbai,iOS,0
1083,user_39,4100.87,2026-08-27 17:39:48.153465,Paytm,send,Bangalore,Android,0
1084,user_35,6241.9,2026-07-23 08:55:07.153465,Zomato,refund,Mumbai,Web,0
1085,user_48,983.02,2026-08-27 12:48:34.153465,Walmart,request,Pune,iOS,0
1086,user_25,1679.21,2026-07-28 01:05:52.153465,Walmart,refund,Bangalore,Web,0
1087,user_35,16195.66,2026-08-08 11:27:03.153465,Swiggy,request,Bangalore,iOS,0
1088,user_33,3434.84,2026-09-13 06:22:25.153465,Amazon,send,Bangalore,Android,0
1089,user_40,19799.4,2026-07-31 12:48:24.153465,Flipkart,send,Mumbai,Web,0
1090,user_19,1658.03,2026-08-21 05:18:54.153465,Swiggy,refund,Mumbai,Web,0
1091,user_35,12132.73,2026-08-10 10:58:19.153465,Zomato,send,Mumbai,iOS,0
1092,user_7,34100.1,2026-09-05 20:32:15.153465,Paytm,send,Chennai,iOS,0
1093,user_7,38010.17,2026-07-28 01:58:22.153465,Flipkart,refund,Chennai,iOS,0
1094,user_38,5324.54,2026-08-29 15:09:48.153465,Amazon,send,Mumbai,Android,1
1095,user_19,3049.81,2026-08-30 02:37:33.153465,Walmart,refund,Bangalore,iOS,0
1096,user_9,545.18,2026-08-30 19:59:09.153465,Paytm,refund,Mumbai,Android,0
1097,user_11,3580.16,2026-09-12 03:45:15.153465,Amazon,send,Chennai,Web,0
1098,user_40,17665.88,2026-08-14 15:13:44.153465,Paytm,request,Chennai,iOS,0
1099,user_6,1555.42,2026-09-11 08:19:40.153465,Amazon,refund,Chennai,iOS,0
1100,user_38,9894.59,2026-08-07 20:04:05.153465,Zomato,request,Pune,Android,0
1101,user_19,3288.42,2026-08-10 22:00:21.153465,Swiggy,send,Mumbai,iOS,0
1102,user_15,13277.13,2026-08-02 18:37:54.153465,Walmart,refund,Pune,Android,0
1103,user_16,347.66,2026-09-12 05:05:02.153465,Flipkart,send,Mumbai,iOS,0
1104,user_2,27636.26,2026-08-31 15:09:13.153465,Amazon,send,Mumbai,Web,0
1105,user_32,906.49,2026-08-31 07:27:17.153465,Flipkart,send,Chennai,iOS,0
1106,user_24,38096.95,2026-08-17 03:23:05.153465,Zomato,refund,Mumbai,iOS,0
1107,user_20,17884.2,2026-07-23 04:37:40.153465,Swiggy,refund,Mumbai,Android,0
1108,user_40,18143.46,2026-08-01 04:26:38.153465,Zomato,send,Mumbai,Android,0
1109,user_5,16319.4,2026-07-28 20:13:16.153465,Walmart,request,Chennai,Web,0
1110,user_19,1464.63,2026-09-15 01:08:22.153465,Flipkart,send,Chennai,Web,1
1111,user_34,4736.83,2026-07-27 23:53:19.153465,Swiggy,request,Bangalore,Android,0
1112,user_43,10791.0,2026-07-22 14:19:32.153465,Paytm,request,Bangalore,iOS,0
1113,user_40,12700.95,2026-08-04 09:35:03.153465,Swiggy,send,Chennai,iOS,0
1114,user_33,2793.28,2026-07-31 11:29:42.153465,Flipkart,send,Pune,iOS,0
1115,user_24,19467.12,2026-08-29 04:21:32.153465,Swiggy,refund,Delhi,Android,0
1116,user_30,15313.78,2026-08-23 21:41:48.153465,Swiggy,send,Chennai,iOS,0
1117,user_38,8617.86,2026-08-06 04:16:03.153465,Zomato,send,Bangalore,Web,0
1118,user_1,1512.27,2026-08-19 18:40:03.153465,Zomato,request,Pune,Android,0
1119,user_21,222.13,2026-09-10 16:49:17.153465,Zomato,request,Bangalore,iOS,0
1120,user_15,12937.61,2026-07-28 17:14:24.153465,Walmart,refund,Chennai,iOS,0
1121,user_47,3347.06,2026-09-06 13:10:21.153465,Flipkart,refund,Pune,Web,0
1122,user_42,1187.12,2026-08-27 02:23:25.153465,Paytm,request,Mumbai,Android,1
1123,user_45,615.49,2026-08-01 05:13:54.153465,Paytm,request,Pune,iOS,0
1124,user_6,1938.61,2026-08-20 14:52:40.153465,Swiggy,refund,Delhi,Web,0
1125,user_8,4910.62,2026-08-16 20:13:53.153465,Amazon,request,Bangalore,iOS,0
1126,user_13,12894.63,2026-08-08 16:42:49.153465,Amazon,refund,Pune,Android,0
1127,user_11,4687.38,2026-08-31 20:23:33.153465,Walmart,refund,Mumbai,iOS,0
1128,user_40,17542.48,2026-07-27 12:21:22.153465,Amazon,refund,Pune,iOS,0
1129,user_1,2872.21,2026-08-09 06:25:55.153465,Walmart,refund,Chennai,Android,0
1130,user_5,5590.8,2026-08-29 19:45:26.153465,Zomato,refund,Mumbai,iOS,0
1131,user_38,5476.44,2026-08-01 21:05:32.153465,Amazon,request,Pune,Web,0
1132,user_48,2279.15,2026-09-05 02:36:50.153465,Zomato,request,Chennai,iOS,0
1133,user_4,548.22,2026-07-28 09:59:52.153465,Amazon,request,Delhi,Web,0
1134,user_27,5386.29,2026-09-10 14:05:26.153465,Zomato,refund,Bangalore,Android,0
1135,user_31,3392.22,2026-08-07 07:51:45.153465,Paytm,send,Bangalore,Android,0
1136,user_17,574.15,2026-09-04 22:09:45.153465,Flipkart,refund,Delhi,Android,0
1137,user_41,4430.96,2026-08-25 14:41:38.153465,Paytm,refund,Delhi,Android,1
1138,user_5,15378.26,2026-09-11 02:03:38.153465,Flipkart,refund,Mumbai,iOS,0
1139,user_29,1229.06,2026-08-28 14:25:08.153465,Walmart,send,Pune,Web,0
1140,user_16,4704.49,2026-09-18 14:23:17.153465,Zomato,refund,Chennai,iOS,0
1141,user_22,7442.73,2026-09-15 06:10:15.153465,Walmart,refund,Pune,iOS,0
1142,user_38,16460.11,2026-08-13 21:54:41.153465,Paytm,request,Pune,iOS,0
1143,user_41,10143.97,2026-08-13 13:24:11.153465,Walmart,request,Mumbai,iOS,1
1144,user_43,49265.65,2026-09-08 00:38:00.153465,Amazon,request,Bangalore,Android,1
1145,user_19,4241.29,2026-09-07 16:22:01.153465,Zomato,send,Bangalore,iOS,1
1146,user_35,12502.7,2026-07-26 03:33:25.153465,Zomato,send,Delhi,Android,0
1147,user_8,4327.42,2026-09-07 22:09:42.153465,Paytm,refund,Mumbai,Web,0
1148,user_22,16076.07,2026-07-25 09:38:10.153465,Swiggy,request,Chennai,Android,0
1149,user_27,47727.59,2026-08-24 10:12:15.153465,Flipkart,refund,Pune,Web,1
1150,user_20,8115.5,2026-08-19 03:02:49.153465,Zomato,refund,Bangalore,Web,0
1151,user_30,8970.38,2026-08-19 12:16:33.153465,Swiggy,refund,Bangalore,Android,0
1152,user_14,14132.2,2026-07-23 15:23:38.153465,Zomato,refund,Mumbai,Android,0
1153,user_43,8719.47,2026-07-31 14:10:20.153465,Walmart,refund,Delhi,iOS,0
1154,user_46,3783.16,2026-08-05 19:19:31.153465,Amazon,request,Bangalore,Web,0
1155,user_37,12692.74,2026-09-14 20:38:07.153465,Paytm,send,Bangalore,iOS,0
1156,user_48,3100.17,2026-07-23 05:54:42.153465,Paytm,send,Mumbai,Web,0
1157,user_3,37416.6,2026-08-04 02:26:19.153465,Walmart,send,Mumbai,iOS,1
1158,user_37,14780.71,2026-08-28 23:11:03.153465,Paytm,request,Mumbai,Android,0
1159,user_24,18368.41,2026-08-03 20:14:31.153465,Paytm,request,Chennai,Android,0
1160,user_10,2049.27,2026-08-23 15:50:41.153465,Paytm,request,Delhi,Android,0
1161,user_46,907.22,2026-09-17 04:59:07.153465,Flipkart,send,Mumbai,iOS,0
1162,user_6,1095.63,2026-09-02 14:31:55.153465,Swiggy,request,Delhi,Web,0
1163,user_30,11731.55,2026-09-08 15:48:45.153465,Paytm,request,Chennai,iOS,0
1164,user_44,31208.9,2026-07-21 23:02:47.153465,Swiggy,refund,Bangalore,Android,0
1165,user_12,17066.1,2026-09-10 23:53:02.153465,Flipkart,send,Pune,Web,0
1166,user_41,8499.59,2026-08-05 01:22:26.153465,Flipkart,refund,Delhi,Web,1
1167,user_31,4448.73,2026-09-17 19:57:59.153465,Swiggy,request,Delhi,Web,1
1168,user_1,4591.12,2026-07-23 01:30:32.153465,Swiggy,request,Mumbai,iOS,1
1169,user_48,1225.8,2026-09-03 10:11:32.153465,Paytm,send,Chennai,Android,0
1170,user_46,4279.83,2026-09-12 06:03:57.153465,Paytm,send,Delhi,Android,1
1171,user_21,2519.73,2026-09-12 21:25:00.153465,Swiggy,send,Bangalore,iOS,0
1172,user_26,28927.03,2026-07-31 14:05:12.153465,Paytm,send,Mumbai,Android,1
1173,user_7,24043.68,2026-08-24 14:41:35.153465,Paytm,send,Chennai,iOS,0
1174,user_47,4567.06,2026-08-01 15:46:05.153465,Zomato,send,Pune,iOS,0
1175,user_11,4627.03,2026-08-24 00:28:00.153465,Walmart,request,Delhi,iOS,0
1176,user_19,1437.5,2026-08-31 21:24:14.153465,Flipkart,request,Delhi,Web,0
1177,user_17,704.43,2026-07-22 20:55:52.153465,Zomato,request,Delhi,Web,0
1178,user_47,1675.23,2026-09-08 17:34:09.153465,Paytm,refund,Mumbai,Web,0
1179,user_13,13804.53,2026-08-23 06:35:09.153465,Swiggy,refund,Mumbai,Android,0
1180,user_11,4031.94,2026-08-16 00:33:33.153465,Zomato,request,Chennai,Android,0
1181,user_28,2047.26,2026-09-08 20:57:39.153465,Zomato,send,Mumbai,iOS,0
1182,user_33,1592.45,2026-08-04 07:49:30.153465,Flipkart,send,Delhi,Android,0
1183,user_15,17344.49,2026-09-12 06:29:19.153465,Walmart,request,Pune,Web,0
1184,user_42,4986.28,2026-08-25 16:04:25.153465,Swiggy,refund,Delhi,iOS,0
1185,user_36,2932.96,2026-08-12 07:31:13.153465,Flipkart,request,Bangalore,Web,0
1186,user_12,49518.7,2026-07-25 07:33:17.153465,Walmart,send,Chennai,Android,0
1187,user_8,3217.62,2026-09-02 04:32:05.153465,Swiggy,request,Bangalore,Web,0
1188,user_25,3810.95,2026-08-23 00:16:43.153465,Walmart,send,Delhi,Web,0
1189,user_26,4298.85,2026-07-24 01:03:02.153465,Flipkart,send,Mumbai,iOS,1
1190,user_35,12181.07,2026-08-24 12:55:24.153465,Zomato,request,Delhi,Android,0
1191,user_12,141803.26,2026-08-17 00:25:25.153465,Amazon,request,Mumbai,Android,1
1192,user_2,33854.66,2026-09-19 08:46:20.153465,Flipkart,refund,Pune,Web,0
1193,user_9,13437.13,2026-08-08 07:10:30.153465,Amazon,send,Mumbai,iOS,1
1194,user_36,2330.69,2026-08-24 14:24:36.153465,Flipkart,request,Chennai,iOS,0
1195,user_8,1142.92,2026-08-05 11:25:26.153465,Flipkart,send,Pune,Web,0
1196,user_47,10738.21,2026-08-21 12:10:02.153465,Zomato,refund,Pune,iOS,1
1197,user_24,17556.79,2026-08-13 02:34:11.153465,Walmart,send,Delhi,Android,1
1198,user_5,13373.82,2026-08-11 17:07:21.153465,Walmart,request,Bangalore,Android,0
1199,user_43,10633.7,2026-09-09 13:49:33.153465,Swiggy,refund,Chennai,Android,0
1200,user_17,2048.01,2026-08-22 04:05:14.153465,Walmart,send,Pune,Web,0
1201,user_9,3191.79,2026-08-11 07:26:57.153465,Swiggy,refund,Mumbai,Android,0
1202,user_45,848.86,2026-08-08 04:15:46.153465,Walmart,request,Delhi,iOS,0
1203,user_3,21959.3,2026-09-07 12:27:09.153465,Amazon,send,Pune,Web,0
1204,user_9,3046.01,2026-07-30 11:23:27.153465,Zomato,send,Chennai,Web,0
1205,user_14,46731.15,2026-08-02 20:42:49.153465,Walmart,send,Bangalore,Android,1
1206,user_11,1189.21,2026-08-11 20:53:36.153465,Flipkart,send,Chennai,iOS,0
1207,user_20,17279.24,2026-09-14 14:49:24.153465,Swiggy,request,Pune,iOS,0
1208,user_8,1550.24,2026-09-15 19:55:46.153465,Paytm,request,Chennai,iOS,0
1209,user_4,3501.48,2026-07-31 16:04:49.153465,Amazon,refund,Bangalore,iOS,0
1210,user_23,13426.22,2026-09-06 04:30:19.153465,Amazon,send,Pune,iOS,0
1211,user_38,18260.59,2026-08-25 07:46:05.153465,Paytm,request,Pune,Android,0
1212,user_4,842.98,2026-08-28 07:28:03.153465,Amazon,send,Chennai,Android,0
1213,user_4,3855.05,2026-08-04 23:56:18.153465,Swiggy,refund,Delhi,Android,0
1214,user_47,718.42,2026-09-12 07:00:12.153465,Amazon,refund,Chennai,Web,0
1215,user_41,2036.66,2026-08-28 15:56:18.153465,Swiggy,send,Chennai,iOS,0
1216,user_40,18186.36,2026-07-30 11:59:48.153465,Flipkart,send,Bangalore,Web,0
1217,user_11,217.15,2026-08-22 09:20:07.153465,Swiggy,request,Delhi,Web,0
1218,user_19,12106.73,2026-08-23 00:07:18.153465,Walmart,send,Delhi,iOS,0
1219,user_43,10601.14,2026-08-22 15:17:31.153465,Zomato,send,Mumbai,iOS,0
1220,user_49,8050.13,2026-08-12 08:15:51.153465,Zomato,refund,Bangalore,Web,0
1221,user_2,33251.88,2026-09-03 11:36:27.153465,Walmart,request,Delhi,Web,1
1222,user_29,1734.6,2026-08-23 02:12:08.153465,Swiggy,refund,Delhi,Web,0
1223,user_31,4823.26,2026-08-27 22:26:28.153465,Amazon,refund,Pune,iOS,1
1224,user_9,3722.28,2026-09-01 20:47:15.153465,Swiggy,refund,Chennai,Android,0
1225,user_49,8537.22,2026-08-23 06:16:48.153465,Walmart,refund,Mumbai,Web,0
1226,user_12,18509.05,2026-08-16 03:18:13.153465,Swiggy,request,Chennai,Web,0
1227,user_11,3225.59,2026-08-16 11:40:30.153465,Walmart,send,Mumbai,iOS,0
1228,user_28,4585.97,2026-09-19 13:32:55.153465,Flipkart,request,Delhi,iOS,0
1229,user_38,8856.42,2026-09-14 08:39:43.153465,Swiggy,send,Chennai,Android,0
1230,user_48,935.16,2026-09-19 09:10:58.153465,Walmart,refund,Mumbai,iOS,1
1231,user_5,8064.23,2026-08-09 01:33:16.153465,Amazon,refund,Delhi,Android,0
1232,user_45,3967.27,2026-07-31 17:11:07.153465,Zomato,request,Chennai,Web,0
1233,user_13,19119.98,2026-07-31 08:42:09.153465,Amazon,send,Mumbai,Android,0
1234,user_19,1197.38,2026-08-13 23:33:12.153465,Zomato,request,Bangalore,Web,0
1235,user_48,1795.92,2026-08-26 07:41:08.153465,Paytm,request,Pune,Web,1
1236,user_18,1811.78,2026-09-07 11:20:32.153465,Walmart,send,Mumbai,Android,0
1237,user_29,3164.91,2026-08-27 05:11:10.153465,Amazon,request,Mumbai,iOS,0
1238,user_8,28057.69,2026-08-25 19:26:07.153465,Paytm,send,Pune,iOS,1
1239,user_50,1371.68,2026-08-06 15:22:58.153465,Paytm,refund,Delhi,Web,0
1240,user_34,2844.34,2026-08-03 00:15:32.153465,Walmart,request,Mumbai,iOS,0
1241,user_11,906.15,2026-07-30 09:29:42.153465,Paytm,send,Mumbai,Android,0
1242,user_24,16105.17,2026-09-04 21:55:28.153465,Walmart,send,Delhi,Web,1
1243,user_18,768.54,2026-08-24 04:31:57.153465,Swiggy,refund,Bangalore,iOS,0
1244,user_16,2157.93,2026-08-05 09:32:22.153465,Paytm,refund,Bangalore,iOS,0
1245,user_12,158680.12,2026-08-28 20:06:15.153465,Walmart,request,Chennai,Web,1
1246,user_41,411.74,2026-09-03 14:05:22.153465,Swiggy,send,Delhi,Android,0
1247,user_35,10675.58,2026-09-17 04:37:10.153465,Amazon,request,Bangalore,Android,0
1248,user_38,16465.41,2026-07-22 03:23:19.153465,Paytm,send,Mumbai,Android,0
1249,user_17,3064.73,2026-08-14 12:51:06.153465,Flipkart,send,Pune,iOS,0
1250,user_26,2701.31,2026-09-02 04:37:10.153465,Swiggy,refund,Mumbai,Android,0
1251,user_21,4932.15,2026-08-30 01:49:35.153465,Walmart,request,Mumbai,iOS,1
1252,user_43,10971.17,2026-07-23 12:35:04.153465,Paytm,request,Mumbai,Web,0
1253,user_5,12312.84,2026-08-18 21:58:10.153465,Flipkart,send,Chennai,iOS,0
1254,user_46,2997.26,2026-07-31 10:53:17.153465,Paytm,request,Bangalore,iOS,0
1255,user_49,12035.79,2026-07-22 01:19:47.153465,Swiggy,refund,Chennai,Web,0
1256,user_8,602.96,2026-08-22 02:20:20.153465,Walmart,refund,Pune,Web,0
1257,user_26,4405.55,2026-08-09 10:38:07.153465,Swiggy,refund,Bangalore,Web,1
1258,user_30,19364.4,2026-08-09 11:39:46.153465,Paytm,refund,Mumbai,Android,0
1259,user_50,4953.84,2026-08-15 20:27:13.153465,Swiggy,send,Delhi,Android,1
1260,user_10,1021.47,2026-08-21 14:09:49.153465,Amazon,send,Mumbai,Android,1
1261,user_18,2457.29,2026-08-15 21:23:55.153465,Paytm,refund,Pune,iOS,0
